カタコト,タップリ,ヒーメー,スタグラ,カップラ,メーワク,ランボー,ランカラ,ホットコ,サングラ,スッキリ,ボクサー,ブランケッ,カップル,キーボー,バッチリ,ヨロシク,チリカチ,ヒーカッ,ワイトボ,シャークネ,スーパー,フルオー,テクスー,ワイトク,ランゲー,コンチク,ジャーキー,ランコロン,ドロボー,オートロ,コウモリ,スクトッ,カラフル,メチャクチャ,ランサー,プリクラ,ブツクサ,ノープラ,コンバッ,ビカメラ,プルタブ,ゴキブリ,サンドバ,トップス,ムズアップ,ガジサン
1,1,1,1,1,1,6,2,8,7,2,2,1,24,2,1,1,1,7,4,1,5,1,1,2,1,1,1,1,2,1,1,1,2,4,28,2,1,1,3,4,1,1,4,1,4,1
