ブラスタ,ズルフラ,コントロ,ズタボロ,コンクー,メラスタ,ワイトボ,ノコギリ,メラワー,ノープラ,コンバッ,カッチカ,ノータッ,コンサー,ヘッドシ
54,1,4,1,1,1,2,1,1,1,1,1,1,3,2
