スッパリ,スッポリ,ハッキリ,ユサヒッ,バッサバッ,コントロ,スッカラ,ノーブラ,ゲロゲー,ブラザー,スッゲー,キーワー,ウルフガ,ガッチリ,スカウト,バキボキ,パッチリ,ガッポガッ,ブースタ,バッチリ,パーチク,クッソク,ホッゲホ,スクラン,ガラクタ,コンチク,サラツヤ,ヘッポコ,サッパリ,ガラガッ,スットコ,ハラワタ,ピーチク,トップス,ポッカリ,ムズアップ,ドタバタ,チビグラ
1,2,4,1,1,1,1,1,1,2,1,1,1,5,1,4,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,6,4,1,1
