ケットコ,コントロ,クスペリ,ブランケッ,キーボー,クッキー,コウガタ,ワイトボ,サンプル,ガラクタ,パーカッ,カチャカチ,ガチャガチ
3,1,1,5,5,2,3,2,1,5,1,1,4
