ハッキリ,コントロ,トップク,スッキリ,ウロボロ,ワーアップ,バッチリ,スッカリ,トコキュー,オーラン,グチャグチ,メチャクチャ,ガッポリ,クスカリ,ゴキブリ,バックド
5,3,3,2,15,2,1,1,2,83,1,1,2,10,1,3
