ガシャガシ,ドタバタ,スーパー,ハッピー,コンプリ,フルスイ,バッチリ,ワーアップ
['\u3000ガシャガシャと剣やら短剣やらを見ても、ピンと来るものがない。\n'],['\u3000わさわさ、と山の反対側に行ってしまった女王様は、ドタバタと物音を立てた。それからすぐに、クチバシに大きな瑠璃色の羽根をくわえて、おれの目の前に置いてくれた。\n'],['\u3000スーパー軍師級の深謀遠慮があるのかと深読みするレベルの箇所に着弾している。\n'],"['「なるほど。そういうことでしたか。リルカがハッピーで、フランもハッピーだと、あたしもうれしいです」\n', '「なるほど。そういうことでしたか。リルカがハッピーで、フランもハッピーだと、あたしもうれしいです」\n']",['\u3000よし、これでミッションコンプリート！\n'],"['\u3000剣の足首を掴んで、横にフルスイング。\n', '\u3000最後に全力で剣をフルスイングすると、頭の固い部分が騎士の下顎にクリティカルヒット。ぐるん、と白目を剥いてぶっ倒れた。\n']",['\u3000しかし、予想外だった……。戦闘中でないなら、平常心のままスキルを使えて、真っ直ぐきちんと飛ぶもんだと思った。それを繰り返し繰り返し練習してクセをつければ、戦闘中もバッチリＯＫ！\u3000って考えていたおれのささやかな未来予想が、一瞬でダメになった。\n'],"['［＃中見出し］パワーアップ［＃中見出し終わり］\n', '\u3000あのビッグスライムを倒すために、ちょっとばかしパワーアップする必要がありそうだ。\n']"
