ゴロスゴ,スッポリ,ハッキリ,クスパッ,スクワー,バタフラ,ジタバタ,コントロ,ズタボロ,モジャモジ,トップク,ピリビリ,カツパー,ブルコン,スッキリ,フルスイ,パッピー,カップル,ガシャガシ,バッチリ,ブーラン,ドキワク,クッキー,ホッゴホ,ホッゲホ,スーパー,ギョロギョ,ノコギリ,バックス,カラフル,カチコチ,ブーメラ,カチャカチ,ランプラ,ガッカリ,ガサゴソ,サッパリ,カッチカ,ガラガッ,ガチャガチ,ボコスカ,ブラジャー,サンキュー,オイオー,サンドバ,トップス,ブルヘッ,ムシャムシ,ポッキリ,ポッカリ,ムズアップ,ドタバタ
7,1,36,2,1,2,9,6,7,1,1,1,3,1,11,3,1,6,3,4,1,3,1,5,1,1,2,1,2,1,2,11,2,1,1,5,2,1,1,4,1,1,12,1,1,4,1,4,1,1,1,5
