コンコン,ドクドク,ニタニタ,ピカピカ,ボコボコ,ニコニコ
['\u3000コンコン！\n'],['\u3000血がドクドクと流れ出す。\n'],['\u3000店主は最初からニタニタしている。\n'],"['\u3000いつもピカピカにしておくのは、クライフォード家のためだったが、自分のためでもある。\n', '\u3000ピカピカの車は男の子の心をくすぐるのだ。\n']",['\u3000ボコボコのバンパーを見て、俺は天を仰いだ。\n'],['リディアお嬢様は終始ニコニコとしていたが、その絵のできは酷いものであった。\n']
