ズカズカ,キラキラ,ムカムカ,ケチケチ
['万事屋食堂で夕食を食べていると、ズカズカと入ってくる人達がいる。\n'],['目がキラキラしているよ。\n'],['期待のまなざしのミキちゃんと、ムカムカした顔の庄屋息子。\n'],['今日も魔石があるからケチケチしなくても大丈夫そうだ。\n']
