カタコト,モゴブリ,ジタバタ,ガッチリ,ブランドー,カチンコチ,ハッピー,ブランケッ,スクドー,スゴブリ,ジリスク,バックス,ガチムチ,オーラン,カチャカチ,ノタウロ,ガチャガチ,ゴキブリ,バックド,ドタバタ
1,2,10,1,3,1,1,1,1,4,1,1,1,105,1,22,1,1,1,1
