ハッキリ,コントロ,キーコン,カップラ,ランカラ,サングラ,ガッチリ,キーボー,ワイトボ,ガラクタ,ノコギリ,グチャグチ,カチャカチ,タッフル,トッパー
2,1,1,1,1,2,1,5,1,1,1,1,4,1,1
