ホログラ,ハッキリ,スクワー,コントロ,カップラ,ブルコン,スカウト,ガシャガシ,バッチリ,タラスク,カチコチ,サッパリ,クーミリ,ムズアップ,ドタバタ
1,3,1,4,4,1,1,1,1,67,1,2,2,3,1
