きらきら,こんこん,ずかずか,けちけち,むかむか,おいおい
['目がきらきらしているよ。\n'],['綺麗な水がこんこんと湧き出る泉。\n'],['万事屋食堂で夕食を食べていると、ずかずかと入ってくる人達がいる。\n'],['今日も魔石があるからけちけちしなくても大丈夫そうだ。\n'],['期待のまなざしのみきちゃんと、むかむかした顔の庄屋息子。\n'],"['「おいおい。ずいぶんとしっかりとした装備じぉないか。それだけ揃えているなら、お土産など期待できないな」\n', '「おいおい。なんでそんなことが分かるんだよ、もしかして魔法か？」\n', '「おいおい、山登りなのに草履なのかよ」\n']"
