ころがっ,すること,けちしな,てけがし,からけち,ことばっ,のただっ,ちらから,けたから,べたこと,ことがや,こうから,よろしく,てかから,かっこし,がたくさ,うしたら,ばらくす,きろくら,わなかっ,がっちり,もだめー,はたくさ,みりくら,おーくだ,うとする,だったじ,ばっちり,すいから,かったら,おーくっ,だったら,たらふく,おーくに,とこのめ,かってく,たっぷり,するおー,がりばた,くらいが,おーくす
1,4,1,1,1,1,1,1,1,2,1,1,12,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1
