たらひっ,からもた,ぐらだっ,すること,きらしく,つらがち,くすこと,からひた,うしばら,ことだっ,がらこう,ぼりさん,うとしな,からわた,けたとこ,あはたっ,じろうと,ちらから,くすがぼ,ばっかり,にこちら,うだから,しながら,ついたた,けたから,にこのこ,べたほっ,けたとろ,せかけた,こんとろ,たらさん,ばしばら,からこう,からだっ,いらだっ,ぼくのこ,ことから,のためら,ぶかしげ,よろしく,からぺら,まじかっ,さっそく,くすがた,つけてく,しばかり,なようだ,ぶーすた,うしたら,さんだっ,ころから,しなかっ,くすはた,けたかっ,ぶつけち,ぶつかっ,くすさん,ころだっ,ゆるすら,からこそ,くすのこ,たたかさ,くすから,おいてく,げたこと,くすもそ,ぎらつか,わなかっ,うとさっ,にやつら,からこん,くらする,ひらから,にやとこ,うしてく,ずかしげ,からぶつ,どぶつか,うとする,がみから,がしたか,あはにや,ぽっかり,かったら,ふさわし,するから,わたしと,けたこと,わないが,からごく,だったか,だったら,がつくだ,くっきり,にたつい,からぼく,めたこと,からばっ,どくだら,からずっ,するほっ,にやすや,きろめー,くつもり,もりだっ,からする,ぎとぴく,かってく,めたから,もそらん,たっぷり,じところ,へっちゃら,とっくに,わしかっ,うところ,かすこと,ひくつか,くどころ,かったか,がぶつか
1,2,1,25,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,12,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,4,1,5,2,1,2,2,1,1,12,3,3,1,2,1,3,1,2,7,1,3,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,6,1,1,1,3,3,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,2,1,1,1,7,1
