ぴくぴく,いらいら,ぽろぽろ,どきどき,きょろきょろ,けたけた,がばがば,ぼろぼろ,がたがた
['気持ち悪い。手の中で潰れているのにぴくぴくと動いている。\n'],['なかなか要件を言わないせれすに俺はいらいらを募らせる。\n'],['彼女はぽろぽろの泣き始めた。\n'],['えっせれすくんなの私の鼓動はどきどきして止まらない。\n'],['公園の中をきょろきょろしながら歩いていた。\n'],['神谷さんはけたけた笑いながら「あんたが顔を出すだけで話は終わるわよ」そういった。\n'],"['「がばがばだったら萎えるよね」\n', 'そんな話をしていた。即試験管でがばがばにしてやった。\n']","['おかしな事にせれすは凄くぼろぼろだった。\n', 'おかしな事にせれすは凄くぼろぼろだった。\n']",['怖くて、体ががたがた震えた。そして尿も垂れ流した。\n']
