もわかっ,つらだっ,すること,しくりゅー,くっはっ,だったっ,するのさ,ことだっ,てくのろ,がらだっ,すごくっ,どかぼー,くったか,しながら,すごかっ,けたから,ごしくだ,すっころん,がくりゅー,べたこと,まごつい,からだっ,よろしく,ゆるさん,さっそく,たたたっ,するとく,しなかっ,ぶつかっ,もりとこ,がびちび,がくびか,わなかっ,がらどた,ごきぶり,ばたたた,すやつら,しゅったら,うしてけ,しわかっ,するとぼ,うとする,もくりゅー,するから,ほくさー,だったか,すごいが,ずっとこ,めちゃくちゃ,びりつい,かってく,てくりゅー,どくりゅー,からしば,とくりゅー,うろつい,かったか
1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,2,4,1,1,5,1,1
