ペットボ,ハッキリ,バッドカ,ジーラン,コンピュー,バタフラ,ザラワー,コントロ,ノーサー,トップク,ドーボク,ランカラ,キーワー,スカウト,ハッスル,カップル,ワーアップ,ヒーカッ,ワーバラ,コンプラ,ランクス,クラスタ,スーパー,ガラクタ,ランゲー,メージト,ヨロシコ,ノーチラ,ジーゲー,ゴキブリ,フルブー,ムシャムシ,フルパー,ムズアップ,ブリザー,メソポタ
1,1,1,1,4,3,12,4,1,1,1,1,2,6,1,2,1,1,5,1,2,2,9,1,1,2,1,9,2,1,1,1,2,3,1,1
