ペットボ,ランバッ,マジキチ,コンピュー,コントロ,オーキー,イジドー,トップク,ブルドー,グスタブ,キーワー,フルスイ,スカウト,ワーウル,ワーバラ,キューコン,スーパー,ノコギリ,バックス,カラフル,キロメー,ブーメラ,バリゲー,ミリペッ,ドーキー,ゴキブリ,コンパク,ホッパー,トップラ,ムズアップ
10,90,1,5,9,1,14,1,1,2,4,1,6,2,1,1,15,2,1,1,1,2,2,1,1,2,1,54,1,1
