ペットボ,ハッキリ,ジタバタ,ゴホンゴホ,トップク,カツサン,サングラ,ガッチリ,スッキリ,スカウト,バキボキ,ボクサー,カップル,ツートッ,ヨロシク,グラサン,ワイトボ,ランプリ,バックス,プリクラ,ヘッドバ,ガチャガチ,トロベリ,キューパー,サンドバ,バックド,アハハッ
3,3,1,1,1,2,1,4,2,1,3,1,1,1,2,1,1,1,6,6,1,1,4,1,2,1,1
