サーカス,ビシャバリ,ハッキリ,バッサバッ,クドワー,コントロ,グニャニュル,ガッキー,ウジャウジ,ガッチリ,バリビシ,スッキリ,ボースタ,コウフク,ハッスル,ワーアップ,ウネプリ,バッチリ,ヨロシク,クッキー,ジリスク,ジャーキー,ウロチョロ,コウモリ,バックス,メチャクチャ,コンバッ,プルピキ,ガラガッ,ウラスク,ランドー,ウキワク,コンプリ,ムシャムシ,トークラ
7,1,1,1,4,1,2,1,1,1,1,3,1,3,2,1,1,1,2,1,2,1,1,4,2,3,2,1,1,8,2,1,2,1,1
