ハッキリ,コントロ,ホットコ,スカウト,ブランケッ,バッチリ,スクラン,テクノロ,コウモリ,ブーメラ,ピースタ,ガチャガチ,ブランドバ
4,4,1,1,2,1,5,1,8,1,6,1,1
