ホログラ,コンピュー,コントロ,サングラ,ヒーカッ,ドサツカ,サンプル,テクノロ,サーモグ,バックス,グスピー,ゴキブリ,コンパク,トップス,シナプス
2,4,3,17,1,1,1,1,1,3,3,1,1,4,1
