すっかり,すること,こんぱく,くだけた,かりしと,もそちら,ちらから,さっきり,ふっとく,うようだ,ころのこ,にこちら,めたとこ,うだから,しながら,たったら,がみつい,するなよ,こうのし,かったた,ちらのこ,こうから,よろしく,からぎら,ばしてく,さっぱり,つけてく,もそうだ,ころから,しなかっ,つらから,だってく,ついさっ,ばっくす,ころだっ,からこそ,とこちら,くいめー,あはばら,ごときく,らんがさ,しないが,らんから,ひたすら,こりとく,いそうだ,どやおー,とっくす,するめり,ふらうろ,うとする,からさら,がりくだ,しくする,じたこと,さんから,するから,わないが,だったか,こうさん,がぼやい,めりいが,からずっ,もごぶり,くつもり,もわから,かってく,するらん,どしてく,ふさがっ,どさくさ,ついてく,くらすた,するこち,ぐーぐい,うところ,とぼあは,がりすく,かったか,がぶつか,ついくつ
1,3,1,1,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,4,1,1,9,1,2,1,3,1,1,2,1,1,1,4,2,4,1,1,1,1,1,3,1,3,1,2,1,1,1,1,15,1,1,1,1,1,1,1,3,1,2,3,1,3,1,1,2,1,1,1,1,1,1,1,1,7,2,2,4,2,1
