スッパリ,ペットボ,ペラオー,サンブラ,ジタバタ,スタコン,サングラ,ランペッ,ガッチリ,スッキリ,キーボー,バッチリ,オークス,パーズタ,ワイトボ,スーパー,トップリ,ランドカ,キービク,フルゲー,バックス,ガッカリ,グスパー,ブルピー,キークラ,ビカメラ,トームラ,タッパー,サンキュー,トップス,トーチカ,コンサー,ドタバタ,ラングラ
1,4,2,1,1,3,1,1,1,2,1,2,2,1,1,3,1,2,1,1,2,2,10,1,1,2,210,1,1,1,10,1,1,3
