カーボー,キーボー,コンクリ,エンジン,パンチラ,ピーカー,カップラ,コンカリ,リンクラ,チチチッ,ボーリン,クンドク,ワーアップ,ガチャガチ,カーバン,ハッキリ,コントロ,ヒーカッ,キンシッ,メチャクチャ,ペットボ,パーキン,トンズラ,パーカー,ワイトボ,スパイラ,スーパー,キシシッ,ブーメラ,ガクブル,ブラスタ
1,2,4,5,1,1,6,1,1,2,1,1,1,1,23,5,1,1,2,1,24,1,1,1,1,1,13,1,1,1,4
