リンスカ,ワンピー,キーボー,ワイガヤ,アップカー,クスグル,ジーパン,エンジン,リンアー,メリカン,ワンパン,ワーバラ,グラスタ,クリスタ,リンカー,リンシー,プチハー,ピンポー,ワイトク,ワーアップ,タックル,ハッキリ,オンスー,ジャングル,ワイドシ,ペットボ,ジャーコン,リンプリ,スーパー
13,1,1,1,1,1,1,1,40,1,1,2,3,1,8,75,1,1,1,1,4,2,1,1,1,7,1,1,6
