コンパク,スカウト,デコピン,ジーゲー,ジューシー,クリザー,クリスタ,ワンポイ,バンガー,カーボン,ハッキリ,ピングラ,ズタボロ,ペットボ,パーカー,スーパー,ブーメラ
1,31,1,1,1,13,8,1,1,1,5,1,1,1,1,1,1
