クッキー,ピンキリ,ワンピー,ジャーシー,ポージン,キーボー,カップル,ワンシー,シャーペン,スカウト,ポリシー,チンピラ,ムズアップ,コンクリ,ジーパン,エンジン,コテンパン,ビーカー,ピーカー,クスカリ,タラスゴ,ゴーグル,チングス,ザービー,ポンコツ,メタボリ,チップス,モリアー,メリカン,ワーバラ,ポーツカ,ハッピー,キングサ,キーパー,カードキ,ワーシー,ガラクタ,カードス,ハードス,スクワー,トンクラ,ツーリン,グーパン,ピンポン,ブラジャー,リンスタ,スイオン,カーペッ,ワーアップ,ワーカー,タックル,ビームラ,ドタバタ,バンブー,グラウン,パラシュー,キーワー,バンカー,シーズン,ビシャビシ,カツキチ,パンピー,ワンクッ,ブツアー,キーシー,トロブラ,ジャングル,パラグラ,キーパン,コントロ,シャンプー,ゴードン,ヒーカッ,ポーカー,タッキー,コンスタ,コングラ,ズタボロ,ペットボ,ハードカ,クダウン,パーキン,エンドロ,ワイトボ,ピーキー,コンピュー,ブラウン,グスクー,スーパー,クスカー,ピンポイ,バンジー,スレチッ,ブルチー,キビジュー,バタフラ,スクリーン
33,1,2,1,1,3,11,2,3,3,1,10,4,24,1,18,2,1,2,1,1,4,3,1,39,1,2,1,2,15,1,3,2,2,6,1,6,1,4,9,1,2,1,25,1,1,1,6,1,2,2,2,1,5,17,5,8,2,9,1,64,6,1,7,1,1,1,10,1,107,3,6,2,3,2,2,2,3,11,2,2,4,2,3,6,2,1,1,23,1,18,2,2,1,1,1,1
