ワンピー,ジンジャー,スカウト,コンクリ,エンジン,ピーカー,ゴーグル,パキスタ,リンブル,クリアー,リンニコ,ハッキリ,シャンプー,ペットボ,コンピュー,スーパー,ブーメラ
2,1,1,2,8,2,2,1,9,3,1,2,2,2,2,1,1
