メラワー,ワンピー,エンペッ,ワンボー,プリクラ,リンピッ,ワースー,バリボリ,デコピン,パンチラ,ピクシー,ブルンブル,ジューシー,ブーフガ,ジンギス,ワンパタ,ガサゴソ,パキポキ,ニタリン,キューコン,クッビク,グーパン,バチコン,チャリンチャリ,ワーアップ,チマスタ,ドタバタ,クスクリ,カチコチ,カッチカ,プンスカ,チーズボ,クッゴク,フンガー,スープカ,シャンプー,パシャパシ,キンシッ,プリチー,ワイドシ,ペットボ,パーキン,パーカー,クスカー,ピンポイ,ムンガン,クタクル,ピードタ,トンタッ,スゴブリ
1,1,1,2,7,1,12,1,1,2,6,1,1,1,1,1,3,1,1,2,2,2,2,4,1,3,2,3,1,1,1,1,1,3,1,2,4,1,3,4,1,3,2,4,1,154,1,5,1,1
