エンシオ,パリシオ,チャリカチ,クッキリ,チリパチ,ドタバタ,チラギョロ,ハッキリ,カチャカチ,クリゾク,ヒラリヒラ,サクリサク
30,1,1,1,2,1,1,4,2,1,1,1
