ワードス,アーカッ,ピンキリ,ワンピー,カラクリ,ジャーシー,カップル,シャーペン,クスピン,コンパク,スカウト,アップチー,クーポン,チラコチ,チンピラ,リンピッ,ポンポコ,ザーガン,コンクリ,エンジン,デコピン,シュートボ,ピーカー,ゴーグル,ジューシー,チングス,ドンブリ,キューパー,ポンコツ,プスピー,ゲームク,ノタウロ,カーキー,マルドキ,クリスタ,ハッピー,アーボー,クスグリ,ピッチン,カードキ,クラシッ,ガンバリ,ベントロ,クッキリ,ワンタッ,ドーピン,ピッチリ,ピンポン,リングショ,ビシバシ,ブリザー,ボースラ,ツートン,プラカー,ドタバタ,カーボン,チンワー,クリアー,キングス,グラウン,ブツカリ,カービン,ポリカー,トンコツ,カットコ,ブービー,シッカリ,バンカー,ギーポイ,ハッキリ,ポツリポツ,カースイ,パッチリ,ザワメキ,チンタラ,ガーハッ,アーガン,ジャングル,ブラコン,タップリ,コントロ,ヒーカッ,ポーカー,ヒラムラ,コンスタ,メチャクチャ,ワイドシ,ペットボ,ハードカ,スカウン,パーキン,パーカー,エンドロ,ワイトボ,コンピュー,スパイラ,スーパー,クスカー,グスカー,ピンポイ,スレチッ,クスジュー,ガーポー,トンタッ,ヨロシク,スクリーン,スライジ,パーカッ
1,8,1,1,1,3,1,1,1,1,90,1,10,4,1,5,1,11,7,5,4,1,7,1,1,1,1,1,7,2,10,72,4,3,165,1,10,4,14,6,3,1,1,1,1,1,1,3,10,1,1,3,1,1,1,3,1,4,2,61,1,1,3,1,1,1,7,1,1,50,1,1,1,2,1,1,3,2,1,1,3,1,2,2,2,1,2,37,1,8,1,1,1,6,19,2,10,10,1,5,8,1,1,1,1,17,1,1
