ブラザー,ピンボー,メラワー,ジンジャー,キーボー,カップル,シャーペン,チンピラ,ムズアップ,カンベン,コンクリ,ブラタッ,エンジン,ボーカリ,ピクシー,ピーカー,ビンボー,パースイ,メリカン,ムンクル,グイベン,ジャンパー,シースル,カードキ,ピンポー,クッキリ,エンドク,スイベン,ポテサラ,カンバン,リンスタ,タックル,ガチャガチ,パラシュー,コットン,ドンピシ,マジウマ,シッカリ,ハッキリ,ビシャビシ,チータラ,ドロボー,パーエン,リーンサラ,コントロ,ハッキン,シャンプー,パシャパシ,ヒーカッ,クラウン,ワイドシ,ペットボ,シャンパン,コンピュー,ムライソ,ブラウン,スーパー,メラクル,ピンポイ,ポイズン,ピングス,ブーメラ,コンプラ
1,1,2,1,1,8,1,1,1,1,7,1,20,1,5,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,3,2,1,2,2,5,4,12,1,1,4,3,14,1,3,2,1,1,1
