ミシリミシ,ハッスル,トンカラ,キーボー,カップル,グータラ,コンクリ,ハーピー,ジャークラ,トコトン,ワンパン,パチクリ,バカスカ,シーフー,ボンボコ,ウロチョロ,パーリン,ボーリン,マジカッ,チリパチ,カランカラ,チビリチビ,ツーリン,ジーカー,ビシバシ,ワーアップ,ワーカー,ドタバタ,プンテラ,ビータッ,ハッキリ,プンスカ,ドスンバタ,パッチリ,ザーアー,コントロ,ガンジー,ポーカー,チンペン,シャリムシャ,ワイドシ,ズタボロ,ペットボ,パーカー,ブラウン,スーパー,ガクブル
1,1,5,1,3,1,1,4,1,1,2,1,1,2,1,1,1,23,1,1,1,1,1,1,1,1,3,1,1,1,6,1,1,2,1,3,141,1,1,1,1,2,1,3,2,6,1
