するかっ,わなかっ,とことん,からこち,すくめた,かりがつ,かりする,どくさく,ぐらうん,つけてく,するから,さわしく,からんから,ことすら,からまじ,つけたら,けたとこ,ぷんする,べたかっ,でかめら,ばらくす,にたくさ,からさら,ぶりざー,ぶりから,すかうと,こっちか,ことにや,からふー,もそうだ,うようだ,ぷんかー,くつもり,しなかっ,はっぱか,しーのそ,ごくばら,うとする,げたこと,かってく,たったら,ひたすら,するとげ,からとん,ずらかっ,ぶるすら,からこそ,たっぷり,いそうだ,はっきり,するくら,かったら,てかかっ,とぼけた,ちまうん,むんくる,ぴっちり,うところ,とこちら,めたとこ,からこっ,にやけた,めらから,よろしく,ちまけた,かってか,するなよ,ぐりこん,すること,めらわな,にやとこ,うだしな,こんとろ,すくりーん,ぐらかさ,くらいじ,たらしく,めたしな,うだから,ぶつかっ,ぷらかー,がんばり,わくちん,くらいら,げたとこ,ひそめた,けたこと,かりのた,しっかり,ばためら
1,5,3,1,2,1,1,1,3,1,5,1,2,2,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,6,1,2,1,2,1,1,1,1,3,3,2,2,1,5,1,1,1,5,1,3,1,1,1,1,1,2,2,1,2,1,13,1,1,2,1,1,1,3,6,1,3,1,1,2,1,1,1,2,1,1,1,1
