カーボー,ソロリソロ,ワンピー,コンドー,コンクリ,デコピン,カーンカー,リンキン,ジンギス,ワーシー,カランカラ,ピンポン,コトハキ,リンスタ,ワーアップ,トンカツ,タックル,ドタバタ,カーボン,パッツン,ブービー,ハッキリ,クンビク,デコボコ,ザーアー,カラヨロ,タッパー,キンシッ,ポーカー,ジロクラ,ギリキー,バラシー,スーパー,ワンクリ
1,1,1,1,2,1,1,1,4,1,1,1,1,2,4,1,1,1,30,2,1,3,1,13,2,1,7,3,1,1,1,1,4,1
