エンペラ,ポージン,キーボー,ワンシー,スカウト,クーポン,チンピラ,ムズアップ,ジャンキー,ピシリピシ,クッキン,リンキン,チングス,ポンコツ,デカブツ,ノタウロ,ワーバラ,ブルピー,ブーザー,タッカー,ガサゴソ,ビシバシ,カーペッ,タックル,ガチャガチ,バンシー,グラウン,ドンパチ,ハッキリ,オンボロ,ポツリポツ,ジリスク,ベロペロ,カタコト,コントロ,キンシッ,ペットボ,シクヨロ,ハッハー,グスカー,ジンクス,ブーメラ
5,2,1,1,2,1,19,5,2,1,1,10,1,1,4,25,1,2,17,4,2,1,1,2,2,85,1,1,4,1,1,3,1,1,1,2,1,1,1,1,1,11
