バンザー,ワークラ,カーボー,ワンピー,ジャーシー,リンコッ,スカウト,カンフー,チンピラ,ムズアップ,コンクリ,コテンパン,デコピン,コックス,ピーカー,チングス,フワキュー,ポンコツ,デカブツ,パチクリ,パッチン,ガサゴソ,ジャンパー,ワンオン,パーリン,バチヅル,ピリアー,ハークー,ベロンベロ,バンクル,シーリン,タックル,ドタバタ,プリンクラ,カチコチ,ハッキリ,ガブムシャ,タップリ,コントロ,クラシー,キンシッ,ポーカー,ムシャガブ,ズタボロ,ジャーキー,ペットボ,リンボン,クダウン,デンスカ,スカウン,シャンパン,パーカー,エンドキ,スカジャン,ブラウン,グスクー,スーパー,ハッハー,グスカー,バッタンバッタ,パーカッ
1,1,1,2,1,2,2,3,1,5,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,37,1,1,3,1,6,1,1,2,3,1,2,1,4,1,1,3,2,1,1,1,1,1,1,1,1
