デカブツ,パチクリ,ボンキュッ,アーカー,ドスプラ,ドンピシ,ハッキリ,ブラコン,コントロ,チンバチ,トンズラ,ビタブル,ポトリポト,スーパー,ブーメラ,カツオド,ズシンズシ
1,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1
