カンドカ,コンパク,クスキュー,ムズアップ,コンクリ,ブルワー,コテンパン,クッキン,デコピン,ビーチチ,ポンコツ,ブルピー,ポンジン,ジングサ,ハッピー,ワンツー,スクワー,プラカー,キシブル,コントロ,キンシッ,タッキー,ムライソ,グスカー,ピンポイ
1,1,1,2,2,1,2,1,1,1,13,1,12,2,1,2,1,2,1,4,3,1,3,1,2
