ビリオン,ワンピー,プルンプル,ワンゲー,カップル,スカウト,プリザー,ジャンキー,ツンデレ,コンクリ,クッキン,デコピン,ビーカー,ピーカー,スクワサ,リンガー,メリカン,ワーバラ,ベロチュー,クンカス,ビードー,テクノロ,ワンパタ,タッカー,ガサゴソ,カードキ,ボーリン,クラスル,クーリン,カランカラ,ドーピン,ウダウン,ブリザー,ワーアップ,ガーデン,タックル,ガチャガチ,シーカー,ビングル,カーボン,クンコクン,グラウン,カチコチ,キーワー,リーンピー,オンボロ,スルキラ,コントロ,バリトン,タッチク,オンゲー,メチャクチャ,アームク,ワイトボ,ブラウン,スーパー,ピンポイ,ポイズン,クラスタ,ブラジリ
5,2,1,1,1,2,5,1,1,16,3,1,1,2,2,4,4,1,1,1,1,1,1,43,1,2,1,11,1,1,3,2,2,2,5,1,2,6,1,1,1,3,1,1,2,1,3,13,1,4,1,1,3,3,2,2,2,5,2,3
