ワンピー,カラクリ,スカウト,エンジン,ピーカー,ガランガラ,ワンパン,アーボー,ピンポー,クラシッ,グーグル,コントロ,メチャクチャ,パーカー,ドサクサ,カラコン,スーパー,ピンポイ
2,8,2,3,1,1,1,2,1,1,2,3,1,1,1,2,2,1
