ソロリソロ,プルンプル,パカワイ,チンピラ,ジャンキー,スーハー,モグゴクン,ピーカー,トンガリ,ゴクンゴク,ジューシー,チリワイ,ゴロニャー,ヌルカン,プスピー,オンスラ,ノタウロ,ピチャピチ,ブルルン,ブルフン,バカスカ,チンチクリ,グイベン,ガサゴソ,パークリ,ピンポー,ドンブル,ブルヒー,クンドク,ウジャウジ,ハーパー,ジングル,クリコクリ,バシャバシ,コンプリ,ベロンベロ,カランカラ,スイベン,イジアー,ボンポー,ジンポー,ボンキュッ,ピンポン,ワイトク,ブルフー,バカデカ,ガチャガチ,ブルヒン,ワンカッ,プリズン,ウロボロ,ジーオタ,ハッキリ,プンスカ,チータラ,ゴクリゴク,ブルスー,クンビク,ジリスク,グルクン,モジャモジ,タップリ,タッパー,トンカチ,ペットボ,ブツクサ,グーパー,ギャースカ,スーパー,ピンポイ,ポイズン,ブーメラ,ガクブル,コンダク
1,2,1,5,4,2,1,1,1,1,3,1,7,1,1,2,11,3,5,1,4,1,1,1,3,24,1,1,1,1,8,1,1,1,1,4,1,1,3,1,1,1,7,1,1,1,2,1,30,2,1,1,3,2,3,3,1,1,2,3,1,4,10,4,1,2,1,1,22,1,5,1,1,1
