クッキー,ポテトコ,ジンジャー,コンオロ,ズンバタ,カップル,カンテラ,カツドン,ハーピー,チョコチッ,ゴーグル,キンカツ,チップス,メリカン,トロベリ,シーフー,オンハー,ガラクタ,カランカラ,シュークリ,キチキン,ポテサラ,マルゴー,キンピラ,トンカツ,ドタバタ,ボードー,ポツリポツ,オングラ,デコボコ,ジリスク,フクジン,ズタボロ,ジャーキー,クドチー,チリンチリ,ポークチャ,ムライソ,スーパー,チョココロ
59,3,6,1,3,1,4,12,1,3,5,18,16,1,3,15,6,1,1,11,20,1,2,5,3,1,10,1,6,1,1,2,1,9,3,113,3,4,1,9
