パンクツ,ゲームラ,ワンピー,キーボー,カップル,コンパク,シャングリ,ポリシー,チンピラ,ジャンキー,リンピッ,コンクリ,エンジン,ピーカー,ブルパン,ポンコツ,ルンジャー,ワーバラ,ハッピー,テクノロ,キーパー,ブースタ,パーリン,ニタリン,カッスル,トンギザ,イラチョン,ドーピン,グラウン,パラシュー,キーワー,チックス,ドンパチ,キシブル,ドロボー,ジャングル,コントロ,ハッキン,ビーシッ,コンベン,スカウン,コンピュー,スーパー,クスカー,ピンポイ,スクリーン
5,1,2,5,5,2,1,5,9,8,12,11,144,3,1,1,4,1,1,2,1,1,1,3,1,1,1,2,5,1,1,1,2,1,1,1,13,1,3,1,1,30,4,3,1,49
