スカウト,ムズアップ,パンチラ,キーボン,ゲームク,ワンパン,ムンクル,カップラ,ゴチャゴチ,ハッピー,カチンコチ,チョコボー,ドタバタ,グラウン,ヒーリン,チンタラ,ザーアー,コントロ,シックド,パーキン,スーパー,スクリーン
1,1,1,2,5,1,1,2,1,1,1,1,2,7,1,1,1,1,3,2,1,6
