ハッスル,チンピラ,ジャンキー,リングサ,ゴーグル,ポンコツ,ハッピー,キラリーン,ハッキリ,コントロ,スーツケ,スーパー,ガクブル,パーカッ
1,1,1,1,1,1,5,2,2,2,3,1,1,3
