クッキー,ワンピー,カラクリ,カンフー,コンクリ,ピーカー,プスピー,ワーバラ,ジュードー,ヌケサク,テクノロ,クラシッ,ガンバリ,コリゴリ,バシャバシ,ベロンベロ,シュークリ,ピッチリ,ブラジャー,ビシバシ,プルヌル,タックル,キンコン,コットン,ハッキリ,デコボコ,チンタラ,ドングリ,コントロ,キンシッ,ポーカー,メチャクチャ,ブラウン,スーパー,トンカン,ヨロシク,チビデブ
16,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,11,1,1,2,1,1,11,2,1,1,1,2,1,1,1,1,2,1,1
