ことから,こっから,なみすか,くりこくり,むずあっぷ,くるから,すくめた,くること,ぽんこつ,しっぐら,ちらりとこ,まじかっ,ぶんとげ,のおごり,ころから,ぶつくさ,するから,ことげー,ぶりなよ,しっきー,なみにこ,からこん,うかよろ,ばらくす,わんぱん,ぱんぽー,でこちら,ぶらこん,すかうと,ぱんちん,くっつけ,けたがち,くらつけ,こっちか,するとこ,まるでこ,どんこち,ぞくする,もそうだ,うとしな,うようだ,からくり,くさがり,しなかっ,てくすく,ぽつりぽつ,しっくり,かすこと,かってく,べりおん,にこちら,ひたすら,めちゃくちゃ,がーどし,ぶらうん,うかそろ,からこそ,からぽつり,だらしな,はきちん,たっぷり,いそうだ,はっきり,かったら,べんちか,きしめた,つらかっ,おいたら,ことがた,ちんちく,よろしく,ことする,かったっ,どーぴん,するなよ,しながら,すること,わんたっ,こんとろ,するぐら,からどた,ことぐら,するほか,ぴんぽん,でぶつか,たらしく,ことかっ,ことがつ,がたくさ,ちらへと,はたくさ,ことばか,ぶつこと,ぶつかり,こんちく,どたばた,まるとこ,ざわめき,ぼこすか,ちらから,わんばか,とくから,もおつか,しっかり
2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,5,1,2,7,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,3,1,1,1,1,1,2,1,2,1,5,1,1,1,1,2,1,2,4,1,1,1,1,9,15,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,8
