キューピッ,ワンピー,ジャーシー,カップル,ムズアップ,コンクリ,ドキワク,ピーカー,ポンコツ,パチクリ,ハッピー,キングタ,ピンポー,クッキリ,クンドク,ピンポン,クンガク,ピーポー,ワーアップ,グラウン,ドンピシ,ホログラ,ハッキリ,ジャングル,ジーバリ,コントロ,タッパー,キンシッ,ペットボ,パーカー,スーパー,ピンポイ,カッチリ
1,1,2,4,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,23,1,1,44,4,1,2,10,2,5,1
