キーボー,ジャンキー,エンジン,ジークン,ハッピー,オタクラ,ピンポン,スパコン,プリゲー,タックル,シッカリ,シーズン,ハッキン,パーカー,コンピュー,スーパー,ゴーガン,ガクブル,ヨロシク,パーカッ
1,1,2,1,1,1,1,1,1,9,1,1,14,3,3,9,4,1,1,3
