クッキー,カップル,コンクリ,ジーパン,エンジン,ボーカリ,ジューシー,ジャンパー,シースル,ピンポー,グーグル,ブラジャー,ブリザー,リンスタ,ブルドー,バリアー,ジャージー,オンスー,コントロ,ペットボ
1,3,2,1,1,1,1,4,1,4,2,2,1,1,1,21,2,1,1,3
