ギリギリ,ジロジロ,カツカツ,ニヤニヤ
['\u3000それに比べて僕は毎回のようにギリギリで赤点を回避している身だ。\n'],['\u3000ジロジロ見てはいけないという思いに反し、僕の視線はより強調された胸の谷間に釘付けになって離せない。\n'],['\u3000そしてカツカツという足音と共にステージに現れたのは――。\n'],['\u3000次に小春先輩だが、めっちゃニヤニヤしている。\n']
