クッキー,ワンピー,ジャーシー,キーボー,コッキン,リンピッ,コンクリ,ハーピー,ワーゲー,エンジン,ピーカー,ボーマル,チョロイソ,ブルゲー,デカブツ,ブルピー,ハッピー,ガラクタ,タックス,イソガー,シーザー,ニタリン,ブルゴー,パリジャン,シーリン,マジチー,ワンポイ,カーペッ,ボードロ,シュードーン,リントン,ヒーハー,カーボン,メキシコ,ブービー,ドンパチ,バンカー,ハッキリ,プンスカ,ベラシオ,パッチリ,デコボコ,ガーハッ,プルコン,ジャングル,バリトン,ポーカー,コンスタ,ギーチッ,ズタボロ,ペットボ,パラベラ,ドサクサ,ブラウン,スーパー,グスカー,ピンポイ,ブーメラ,ピードタ,デンコン,デンブル,スクリーン,パーカッ
3,1,1,2,1,1,11,5,1,1,1,1,4,1,1,1,9,2,5,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,2,2,3,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,6,1,9,1
