ワンピー,ガタゴト,カリゴリ,カップル,コンパク,カンフー,スルヒー,リンピッ,コンクリ,エンジン,ウンドシ,ビーカー,ジーゲー,アースタ,チングス,ガリゴリ,プスピー,ハッピー,ワンパタ,カードキ,ガラクタ,ハードボ,ドーピン,ピンポン,ブリザー,ピッキン,タックル,ガチャガチ,グラウン,トンピン,ハッキリ,ブルブー,シナジー,スルエン,アースラ,ポーカー,ワークス,ペットボ,パーカー,コンピュー,スパイラ,スーパー,ピンポイ,ドシンキン,ブーメラ
1,1,1,1,1,1,3,1,35,1,6,1,1,1,1,1,1,1,2,11,2,2,2,2,1,2,2,1,2,1,8,1,2,8,1,23,1,7,12,2,23,2,1,9,3
