ワンピー,ジャーシー,キーボー,コンパク,ワクチン,ムズアップ,ツンデレ,コンクリ,ハーピー,エンジン,チョコチッ,ワーバラ,リンスポ,カーキー,キングサ,フカメラ,キューコン,スクワー,ブラジャー,キーワー,ザーアー,ジャングル,コントロ,シャンプー,バンスク,スーツケ,ペットボ,ペッドボ,ハードカ,ワイトボ,メラアプ,パンプス,スーパー
3,2,3,1,1,1,1,5,6,11,1,1,2,1,1,1,2,1,1,1,1,52,10,5,1,1,14,1,3,1,1,1,4
