こっから,わなかっ,ひょろがく,じめから,わんしー,もそもり,きちぎり,するから,からそろ,ちらつか,からんから,ちょこぷり,おいてく,なみにこ,べたかっ,わーばら,けたぱー,ころぐさ,ばらくら,すらする,からくり,せかけた,しなかっ,ぴたりとく,わんぴー,がらぷる,どんぴしゃ,がぶちま,はらうん,にこちら,かーぺっ,でこのた,でかぶつ,すやぷー,からこそ,わーすー,はきちん,さくこくり,わんがば,ばんから,にこつん,きこもり,なようだ,するなよ,しながら,あっぷぷら,よろしお,すかこそ,ざわざく,たらぶら,ことごと,うはすー,りんぴっ,たらよろ,がぶつか,がつけら,ほろうは,はたたら,もそもた,ぶつかり,うはこん,つけばら,かすばか,てかうん,けたかっ,ちらから,わんばか,しっかり
1,5,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,12,1,1,1,1,1,1,1,1,1,10,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1
