ワードス,プルンプル,デコピー,コンクリ,サバゲー,クンフー,クリスタ,ガンプラ,パラシュー,カチャカチ,キンカン,マジキチ,バンジー,バタフラ,キーカラ
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
