カップル,シャーペン,スカウト,コンクリ,ピーカー,シックス,ヌルゲー,マジツン,ハッピー,テクノロ,コンプリ,トンカツ,ドタバタ,ウロボロ,ブリワン,トンカチ,キンシッ,クダウン,パーカー,ワイトボ,スーパー,ピンポイ,パーカッ
3,4,17,4,1,1,1,1,1,1,2,2,1,75,1,1,1,1,1,3,4,1,1
