ワンピー,カップル,チンピラ,キンキラ,コンクリ,エンジン,ゴーグル,サヤブル,プリンクラ,グラウン,パラシュー,クリプス,ガーハッ,ジャングル,ベリスク,ハッキン,ペットボ,カラコン,コンピュー,ピンポイ
1,4,1,33,7,4,1,2,1,1,5,4,3,26,3,1,13,1,2,1
