バカバカ,グチャグチャ,ボロボロ,ケラケラ,ギリギリ,ボコボコ,ヒソヒソ,ヒラヒラ
['「……お兄ちゃん、私分かったわ。ゼフィウスのことで頭を使うとそれだけバカバカしくなるって」\n'],"['\u3000だって、体がグチャグチャで、もう少しも動かせない。\n', '\u3000セオルドを抱えながら無感情に金髪の男を見つめると、顔面を涙や鼻水でグチャグチャにしながら自分の首を掻っ切った。\n']","['\u3000セオルドに促され前方に視線を向けると、緑色の肌をした小人がボロボロのナイフを持ってうろついていた。\n', '\u3000お腹には大きな穴が開き、全身の骨は折れ、内臓は潰れ、顔もボロボロだった。\n', '「ふふふ……あははははははは！\u3000バカなのか!?\u3000テメェは！\u3000そんなボロボロの錆びたモノで僕を殺すだって!?\u3000ずいぶんと舐められたもんだなぁ!?」\n', '\u3000グレイドの言う通り、ミリアの服などは腹部が完全に破けているし、セオルドの服もボロボロで血まみれだ。\n', '「……それが、死傷者の数が圧倒的に少ないらしく、また救援に駆け付けた時には不自然なことに、服装はボロボロで体は無傷だという者が多くいたそうで……」\n']",['\u3000ケラケラと笑うその男は純白の礼服に身を包み、背中には【大天使長】であるラオンより巨大な二翼が生えている。\n'],"['\u3000凄まじい速度で迫り、光り輝く槍で顔を貫こうとしてくる天使をギリギリのところで躱すと同時にセオルドは天使のこめかみに拳銃を突き付けて頭を吹き飛ばした。\n', '\u3000セオルドはギリギリで反応してその短槍を避けると、そのまま激しい近接戦を繰り広げた。\n', '\u3000今もセオルドの両手の中で【デッドイーグル】が煙を噴出させながらギリギリ保てている状態だった。\n']",['\u3000体中がボコボコと膨れ上がり、顔にまでそれが出始め、もはや爆発寸前。\n'],['\u3000二人が再びヒソヒソと何かを話しているが、俺には聞こえなかった。\n'],['\u3000俺がそう言うとエドガーは手をヒラヒラさせながら向かっていった。\n']
