クッキー,ジングス,カラクリ,キーボー,ニヤケタ,ポリシー,チンピラ,ツンデレ,コンクリ,シャープス,ゴーグル,クダケロ,ポンコツ,ゲームク,タッカー,シーフー,オンハー,ウロチョロ,キューコン,ハードス,カラウカ,ワンポイ,カーペッ,キンキコ,グルキン,ガードス,グラウン,キーワー,ヒーリン,ワンクッ,ワースラ,ジリスク,リーンサラ,ブルクラ,ブラウン,チュンキャッ,グスカー,ピンポイ,スクリーン
1,46,1,1,2,1,2,1,31,17,1,2,1,1,9,2,385,1,1,5,1,1,1,3,2,1,1,2,3,1,8,1,1,4,2,124,1,1,1
