ワンシー,コンパク,コンクリ,エンジン,プスピー,ハッピー,ピンポー,ウジャウジ,ビシシッ,ドンパチ,ヒーリン,ハッキリ,ジャングル,メチャクチャ,スーパー,スクリーン
1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,2
